#Tele  #Face  #Strip  #slope  #offset
9  1  11  0.00153  0.174325
9  1  12  0.001536  -0.060043
9  1  13  0.001536  0.01109
9  1  14  0.001552  -0.049381
9  1  15  0.001537  -0.039219
9  1  16  0.001543  -0.034016
9  1  17  0.001529  0.134694
9  1  18  0.001534  0.04934
9  1  19  0.001533  -0.036778
9  1  20  0.001524  -0.256255
9  1  21  0.00153  -0.002013
9  1  22  0.001531  -0.056098
9  1  23  0.001532  0.03104
9  1  24  0.001532  -0.093792
9  1  25  0.00153  -0.037226
9  1  26  0.001528  -0.031134
9  1  27  0.00152  -0.073292
9  1  28  0.001529  -0.09967
9  1  29  0.001518  0.159103
9  1  30  0.001521  -0.060248
9  1  31  0.001516  -0.080073
9  2  0  0.001494  -0.079744
9  2  1  0.001516  -0.309104
9  2  2  0.001514  -0.290807
9  2  3  0.001597  -0.249272
9  2  4  0.001514  -0.119259
9  2  5  0.001827  -0.414384
9  2  6  0.003487  -7.59269
9  2  7  0.001588  -0.378557
9  2  8  0.00151  -0.143156
9  2  9  0.001525  -0.298779
9  2  10  0.0015  -0.206841
9  2  11  0.001521  -0.22406
9  2  12  0.001513  0.014096
9  2  13  0.00153  -0.163
9  2  14  0.001513  -0.242394
9  2  15  0.001496  -0.398796
9  2  16  0.001513  -0.022436
9  2  17  0.001495  -0.342621
9  2  18  0.00151  -0.101316
9  2  19  0.001516  -0.353288
9  2  20  0.001515  -0.038416
9  2  21  0.001512  -0.193451
9  2  22  0.001524  -0.123689
9  2  23  0.001483  -0.118688
9  2  24  0.001508  -0.126618
9  2  25  0.001476  -0.124186
9  2  26  0.001503  -0.130052
9  2  27  0.001499  -0.321633
9  2  28  0.001507  -0.259267
9  2  29  0.001495  -0.23714
9  2  30  0.001516  -0.178889
9  2  31  0.001502  -0.375895
10  0  0  0.000884  -1.1412
10  0  1  0.000892  -1.25849
10  0  2  0.000805  -1.21596
10  0  3  0.000873  -1.26965
10  0  4  0.000845  -1.22277
10  0  5  0.000869  -1.2434
10  0  6  0.000873  -1.37878
10  0  7  0.000883  -1.29874
10  0  8  0.000866  -1.28174
10  0  9  0.000819  -1.19059
10  0  10  0.00086  -1.23275
10  0  11  0.000871  -1.24214
10  0  12  0.000798  -1.20853
10  0  13  0.000896  -1.36814
10  0  14  0.000717  -0.990378
10  0  15  0.000898  -1.44024
10  0  16  0.000867  -1.24816
10  0  17  0.000840  -1.17860
10  0  18  0.000867  -1.22318
10  0  19  0.000882  -1.27345
10  0  20  0.000873  -1.25249
10  0  21  0.000872  -1.25314
10  0  22  0.000874  -1.26678
10  0  23  0.000888  -1.35249
10  0  24  0.000999  -1.54379
10  0  25  0.000835  -1.22369
10  0  26  0.000875  -1.18101
10  0  27  0.000845  -1.22645
10  0  28  0.000897  -1.28307
10  0  29  0.000836  -1.17418
10  0  30  0.000856  -1.16648
10  0  31  0.000853  -1.22952
10  1  0  0.001459  -0.298676
10  1  1  0.001436  0.125269
10  1  2  0.001458  -0.264734
10  1  3  0.001446  0.195418
10  1  4  0.001457  -0.05533
10  1  5  0.001446  -0.004347
10  1  6  0.001462  -0.250738
10  1  7  0.001447  0.057969
10  1  8  0.001471  -0.313282
10  1  9  0.001449  0.105139
10  1  10  0.001472  -0.222594
10  1  11  0.001448  0.011149
10  1  12  0.001465  -0.257967
10  1  13  0.001451  0.131515
10  1  14  0.001464  -0.26798
10  1  15  0.001449  0.098724
10  1  16  0.001458  -0.390395
10  1  17  0.001454  0.071422
10  1  18  0.001455  -0.145006
10  1  19  0.001436  -0.023222
10  1  20  0.001451  -0.146038
10  1  21  0.00145  0.008911
10  1  22  0.001459  -0.241766
10  1  23  0.00144  -0.07517
10  1  24  0.001459  -0.031637
10  1  25  0.001441  0.14391
10  1  26  0.001454  -0.244343
10  1  27  0.001439  0.150683
10  1  28  0.001462  -0.07494
10  1  29  0.001449  0.229998
10  1  30  0.001451  -0.373789
10  1  31  0.001447  0.223947
10  2  0  0.001411  -0.128211
10  2  1  0.001427  -0.548073
10  2  2  0.00141  -0.105013
10  2  3  0.001423  -0.520248
10  2  4  0.001407  -0.110233
10  2  5  0.00142  -0.47839
10  2  6  0.001401  -0.049369
10  2  7  0.001417  -0.610889
10  2  8  0.001418  -0.174065
10  2  9  0.001428  -0.486588
10  2  10  0.001408  -0.203829
10  2  11  0.001417  -0.558288
10  2  12  0.001413  -0.384301
10  2  13  0.001424  -0.566156
10  2  14  0.001409  -0.089088
10  2  15  0.001422  -0.596124
10  2  16  0.00141  -0.295536
10  2  17  0.001416  -0.481952
10  2  18  0.001408  -0.103432
10  2  19  0.001418  -0.619586
10  2  20  0.001415  -0.12982
10  2  21  0.001411  -0.529406
10  2  22  0.00141  -0.206147
10  2  23  0.001413  -0.595966
10  2  24  0.001404  -0.200724
10  2  25  0.001407  -0.591251
10  2  26  0.00141  0.022688
10  2  27  0.001417  -0.660012
10  2  28  0.001406  -0.323409
10  2  29  0.00142  -0.461139
10  2  30  0.001412  -0.277641
10  2  31  0.001427  -0.505375
11  0  0  0.000785  -1.41565
11  0  1  0.000834  -1.35482
11  0  2  0.000848  -1.23823
11  0  3  0.000815  -1.31061
11  0  4  0.000795  -1.3586
11  0  5  0.000808  -1.33638
11  0  6  0.000877  -1.44279
11  0  7  0.000861  -1.44589
11  0  8  0.000851  -1.4601
11  0  9  0.00084  -1.43996
11  0  10  0.000862  -1.30367
11  0  11  0.000859  -1.3921
11  0  12  0.000832  -1.23773
11  0  13  0.000854  -1.49105
11  0  14  0.000873  -1.49509
11  0  15  0.000869  -1.34097
11  0  16  0.000775  -1.23647
11  0  17  0.000815  -1.20003
11  0  18  0.000817  -1.31404
11  0  19  0.00085  -1.34498
11  0  20  0.000816  -1.3059
11  0  21  0.000855  -1.27741
11  0  22  0.000852  -1.31575
11  0  23  0.000862  -1.24934
11  0  24  0.000822  -1.23549
11  0  25  0.00085  -1.28752
11  0  26  0.000786  -1.29556
11  0  27  1  0
11  0  28  0.00084  -1.25799
11  0  29  0.00084  -1.24461
11  0  30  0.000852  -1.39204
11  0  31  0.000863  -1.40008
11  1  0  0.00142  0.125696
11  1  1  0.00145  -0.279933
11  1  2  0.001425  -0.021934
11  1  3  0.001467  -0.239004
11  1  4  0.001438  0.040656
11  1  5  0.001459  -0.103131
11  1  6  0.001437  0.005462
11  1  7  0.001452  -0.208462
11  1  8  0.001429  -0.148329
11  1  9  0.001464  -0.092848
11  1  10  0.001449  -0.067852
11  1  11  0.001462  -0.183451
11  1  12  0.001442  -0.142329
11  1  13  0.001462  -0.116912
11  1  14  0.001431  0.028544
11  1  15  0.001456  -0.191807
11  1  16  0.001441  -0.038472
11  1  17  0.001457  -0.299934
11  1  18  0.001438  -0.155922
11  1  19  0.001469  -0.258607
11  1  20  0.001425  -0.076232
11  1  21  0.001458  -0.333151
11  1  22  0.001432  0.031547
11  1  23  0.001458  -0.231901
11  1  24  0.001432  -0.106007
11  1  25  0.001452  -0.101503
11  1  26  0.001442  -0.123744
11  1  27  0.001459  -0.115972
11  1  28  0.00143  0.07521
11  1  29  0.001449  -0.291981
11  1  30  0.001428  -0.226167
11  1  31  0.001366  0.259012
11  2  0  0.001419  -0.19905
11  2  1  0.001409  -0.312085
11  2  2  0.003248  -7.38781
11  2  3  0.001419  -0.425712
11  2  4  0.001418  -0.245956
11  2  5  0.001407  -0.306839
11  2  6  0.001422  -0.24702
11  2  7  0.001405  -0.322527
11  2  8  0.00143  -0.171794
11  2  9  0.001402  -0.447102
11  2  10  0.001433  0.006486
11  2  11  0.0014  -0.274816
11  2  12  0.001422  -0.343415
11  2  13  0.001404  -0.334057
11  2  14  0.001433  -0.1795
11  2  15  0.001408  -0.268788
11  2  16  0.001427  -0.126036
11  2  17  0.001409  -0.359175
11  2  18  0.001417  -0.061437
11  2  19  0.001411  -0.322471
11  2  20  0.001421  -0.351829
11  2  21  0.001404  -0.293057
11  2  22  0.001419  -0.183944
11  2  23  0.001383  -0.155359
11  2  24  0.00141  -0.177823
11  2  25  0.001386  -0.174896
11  2  26  0.001413  -0.185773
11  2  27  0.001399  -0.28296
11  2  28  0.001425  -0.292511
11  2  29  0.001401  -0.19032
11  2  30  0.001412  -0.118435
11  2  31  0.001399  -0.219785
12  0  0  0.000923  -1.25551
12  0  1  0.000938  -1.36288
12  0  2  0.000892  -1.2597
12  0  3  0.000885  -1.13564
12  0  4  0.000855  -1.17696
12  0  5  0.00088  -1.23249
12  0  6  0.000882  -1.29193
12  0  7  0.000879  -1.15605
12  0  8  0.000907  -1.13542
12  0  9  0.000869  -1.2286
12  0  10  0.000871  -1.19833
12  0  11  0.00091  -1.20123
12  0  12  0.000879  -1.26002
12  0  13  0.000903  -1.30409
12  0  14  0.000879  -1.14957
12  0  15  0.000874  -1.19321
12  0  16  0.000883  -1.43481
12  0  17  0.000892  -1.489
12  0  18  0.000863  -1.39762
12  0  19  0.000877  -1.36802
12  0  20  0.000882  -1.38444
12  0  21  0.000883  -1.40971
12  0  22  0.000865  -1.36332
12  0  23  0.000866  -1.34783
12  0  24  0.000885  -1.33453
12  0  25  0.000882  -1.34543
12  0  26  0.000875  -1.29733
12  0  27  0.000878  -1.3781
12  0  28  0.000893  -1.3239
12  0  29  0.000858  -1.36982
12  0  30  0.000883  -1.35778
12  0  31  0.000885  -1.44936
12  1  0  0.001447  0.23497
12  1  1  0.001435  0.030795
12  1  2  0.001447  -0.123624
12  1  3  0.001436  0.000193
12  1  4  0.001446  0.066227
12  1  5  0.001435  -0.000284
12  1  6  0.001446  0.01004
12  1  7  0.001437  0.117605
12  1  8  0.001445  0.087213
12  1  9  0.001439  -0.00762
12  1  10  0.001445  0.204409
12  1  11  0.001437  0.057778
12  1  12  0.001456  0.006434
12  1  13  0.001429  0.070433
12  1  14  0.001451  0.05386
12  1  15  0.001436  -0.04264
12  1  16  0.001443  0.039905
12  1  17  0.001441  0.047725
12  1  18  0.001434  0.056009
12  1  19  0.001435  0.088804
12  1  20  0.001446  -0.095281
12  1  21  0.001431  0.014789
12  1  22  0.00144  0.063969
12  1  23  0.001427  0.015796
12  1  24  0.001446  0.050643
12  1  25  0.001437  0.019335
12  1  26  0.001436  0.098831
12  1  27  0.001424  0.05724
12  1  28  0.001433  0.198433
12  1  29  0.001427  0.122357
12  1  30  0.001433  0.091633
12  1  31  0.001429  -0.077813
12  2  0  1  0
12  2  1  0.001446  -0.755225
12  2  2  0.00146  -0.251253
12  2  3  1  0
12  2  4  0.001459  -0.405569
12  2  5  0.001455  -0.631784
12  2  6  0.001468  -0.216091
12  2  7  0.001464  -0.692233
12  2  8  0.001489  -0.369034
12  2  9  0.001464  -0.799557
12  2  10  0.001502  -0.222215
12  2  11  0.00149  -0.841385
12  2  12  0.001511  -0.37832
12  2  13  1  0
12  2  14  0.0015  -0.512884
12  2  15  0.00147  -0.755174
12  2  16  0.001476  -0.354657
12  2  17  0.001485  -0.950502
12  2  18  0.001503  -0.422848
12  2  19  0.003661  -9.32879
12  2  20  0.001492  -0.320421
12  2  21  0.001479  -0.75915
12  2  22  0.001482  -0.351132
12  2  23  0.00146  -0.952888
12  2  24  0.001476  -0.399036
12  2  25  0.001459  -0.549425
12  2  26  0.001465  -0.013277
12  2  27  0.001458  -0.711634
12  2  28  0.001491  -0.220913
12  2  29  0.00147  -0.699522
12  2  30  0.001482  -0.515471
12  2  31  0.001485  -0.859785
13  0  31  0.000889  -1.42614
13  0  30  0.000868  -1.31066
13  0  29  0.000901  -1.36585
13  0  28  0.000845  -1.27765
13  0  27  0.000784  -1.12891
13  0  26  0.000859  -1.28278
13  0  25  0.000851  -1.34125
13  0  24  0.000829  -1.28585
13  0  23  0.000834  -1.27907
13  0  22  0.000834  -1.1858
13  0  21  0.000868  -1.27379
13  0  20  0.000872  -1.30528
13  0  19  0.000837  -1.3624
13  0  18  0.000851  -1.28178
13  0  17  0.000876  -1.41804
13  0  16  0.000865  -1.31418
13  0  15  0.000876  -1.4848
13  0  14  0.000889  -1.53798
13  0  13  0.000854  -1.41027
13  0  12  0.000852  -1.35413
13  0  11  0.000857  -1.35835
13  0  10  0.000841  -1.3362
13  0  9  0.000829  -1.3371
13  0  8  0.000879  -1.43769
13  0  7  0.000863  -1.41655
13  0  6  0.000852  -1.32201
13  0  5  0.000882  -1.41086
13  0  4  0.000828  -1.3968
13  0  3  0.000871  -1.373
13  0  2  0.000843  -1.30843
13  0  1  0.000833  -1.34848
13  0  0  0.000791  -1.30241
13  1  0  0.001414  0.029031
13  1  1  0.001445  -0.062215
13  1  2  0.00143  0.026861
13  1  3  0.001441  -0.246006
13  1  4  0.00143  -0.026701
13  1  5  0.001433  -0.21417
13  1  6  0.001432  0.24676
13  1  7  0.001446  -0.217498
13  1  8  0.001441  -0.026279
13  1  9  0.001435  -0.098062
13  1  10  0.00144  0.115443
13  1  11  0.001436  -0.026981
13  1  12  0.001453  -0.02977
13  1  13  0.001439  0.006655
13  1  14  0.001434  0.181176
13  1  15  0.001441  0.038235
13  1  16  0.001432  0.20825
13  1  17  0.00143  -0.086089
13  1  18  0.001445  -0.027579
13  1  19  0.001438  -0.169071
13  1  20  0.001429  0.13379
13  1  21  0.001432  -0.006076
13  1  22  0.001436  0.094758
13  1  23  0.001428  -0.004013
13  1  24  0.001427  0.085275
13  1  25  0.001421  0.064273
13  1  26  0.001438  -0.019
13  1  27  0.00143  -0.141807
13  1  28  0.001435  0.122925
13  1  29  0.001423  -0.10608
13  1  30  0.00144  0.010719
13  1  31  0.001423  0.020922
13  2  0  0.001443  -0.490772
13  2  1  0.001493  -0.295351
13  2  2  0.001465  -0.499305
13  2  3  0.005062  -13.573
13  2  4  0.00146  -0.419219
13  2  5  0.001486  -0.148145
13  2  6  0.00147  -0.387104
13  2  7  0.001482  -0.049446
13  2  8  0.001469  -0.458452
13  2  9  0.001484  -0.215201
13  2  10  0.001474  -0.579114
13  2  11  0.001484  -0.376168
13  2  12  0.00147  -0.468565
13  2  13  0.001489  -0.169887
13  2  14  0.001466  -0.649385
13  2  15  0.001489  -0.194246
13  2  16  0.001456  -0.685451
13  2  17  0.001496  -0.220695
13  2  18  0.001451  -0.456532
13  2  19  0.001496  -0.219539
13  2  20  0.001447  -0.419421
13  2  21  0.001495  -0.22607
13  2  22  0.001453  -0.409294
13  2  23  0.001481  -0.131636
13  2  24  0.001462  -0.794629
13  2  25  0.001492  -0.26308
13  2  26  0.001456  -0.488497
13  2  27  0.00149  -0.301162
13  2  28  0.001458  -0.762634
13  2  29  0.001484  -0.30006
13  2  30  0.001442  -0.472444
13  2  31  1  0
